_time,EventCode,host,actor,logon_type,src_host,target_account,process,cmdline,object_name
2026-07-02 08:43:32,4769,SRV-DC-01,z.amar,,WKS-HQ-25,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 08:47:22,4624,WKS-IT-01,a.mizrahi,2,WKS-IT-01,,,,
2026-07-02 08:47:23,4672,WKS-IT-01,a.mizrahi,2,,,,,
2026-07-02 08:48:21,4624,WKS-HQ-14,r.avni,2,WKS-HQ-14,,,,
2026-07-02 08:55:39,4624,WKS-HQ-04,n.barzilai,2,WKS-HQ-04,,,,
2026-07-02 08:55:59,4624,SRV-DC-01,m.saban,3,WKS-IT-09,,,,
2026-07-02 08:56:01,5140,SRV-DC-01,m.saban,3,WKS-IT-09,,,,\\SRV-DC-01\IT
2026-07-02 08:56:04,4624,WKS-IT-29,f.zohar,2,WKS-IT-29,,,,
2026-07-02 08:56:47,4624,WKS-HQ-27,c.barak,2,WKS-HQ-27,,,,
2026-07-02 08:57:47,4624,SRV-FILE-HQ,m.tal,3,WKS-HQ-18,,,,
2026-07-02 08:58:53,4624,WKS-HQ-07,o.raviv,2,WKS-HQ-07,,,,
2026-07-02 09:00:10,4624,SRV-POSMGT,p.stein,3,WKS-HQ-26,,,,
2026-07-02 09:00:20,4624,WKS-HQ-15,n.hazan,2,WKS-HQ-15,,,,
2026-07-02 09:04:20,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 09:06:28,4624,WKS-HQ-05,y.oren,2,WKS-HQ-05,,,,
2026-07-02 09:08:32,4624,WKS-HQ-06,g.shemesh,2,WKS-HQ-06,,,,
2026-07-02 09:11:05,4769,SRV-DC-01,i.golan,,WKS-HQ-22,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 09:12:02,4624,WKS-HQ-13,l.beit,2,WKS-HQ-13,,,,
2026-07-02 09:12:22,4624,SRV-DC-01,a.mizrahi,3,WKS-IT-01,,,,
2026-07-02 09:15:54,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-07-02 09:15:56,5140,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,\\SRV-CARDPROC\Payments
2026-07-02 09:17:31,4769,SRV-DC-01,e.katz,,WKS-SEC-03,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 09:18:07,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-07-02 09:18:09,5140,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,\\SRV-FILE-HQ\HR
2026-07-02 09:18:59,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 09:19:31,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-07-02 09:28:06,4769,SRV-DC-01,y.segev,,WKS-HQ-19,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 09:29:43,4769,SRV-DC-01,b.naim,,WKS-HQ-21,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 09:42:05,4769,SRV-DC-01,d.levi,,WKS-SEC-10,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 09:47:31,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-07-02 09:47:33,5140,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,\\SRV-DC-01\IT
2026-07-02 10:03:54,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-07-02 10:05:28,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-07-02 10:07:20,4624,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,
2026-07-02 10:09:43,4624,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,
2026-07-02 10:09:45,5140,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,\\SRV-FILE-HQ\Logistics
2026-07-02 10:10:28,4769,SRV-DC-01,e.shalom,,WKS-HQ-16,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 10:14:32,4624,SRV-FILE-HQ,z.amar,3,WKS-HQ-25,,,,
2026-07-02 10:17:06,4769,SRV-DC-01,y.segev,,WKS-HQ-19,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 10:17:59,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 10:20:43,4769,SRV-DC-01,g.ben-ari,,WKS-PAY-30,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 10:27:39,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-07-02 10:30:03,4769,SRV-DC-01,v.harel,,WKS-HQ-24,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 10:36:31,4769,SRV-DC-01,e.katz,,WKS-SEC-03,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 10:38:55,4624,SRV-FILE-HQ,r.stern,3,WKS-PAY-02,,,,
2026-07-02 10:38:57,5140,SRV-FILE-HQ,r.stern,3,WKS-PAY-02,,,,\\SRV-FILE-HQ\Payments
2026-07-02 10:41:53,4769,SRV-DC-01,o.raviv,,WKS-HQ-07,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 10:48:47,4688,WKS-HQ-27,c.barak,,,,excel.exe,excel.exe /dde,
2026-07-02 10:54:20,4624,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,
2026-07-02 10:55:31,4769,SRV-DC-01,h.peretz,,WKS-IT-08,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 11:00:26,4769,SRV-DC-01,s.mor,,WKS-HQ-23,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 11:03:47,4624,SRV-FILE-HQ,m.tal,3,WKS-HQ-18,,,,
2026-07-02 11:05:05,4624,SRV-FILE-HQ,i.golan,3,WKS-HQ-22,,,,
2026-07-02 11:05:07,5140,SRV-FILE-HQ,i.golan,3,WKS-HQ-22,,,,\\SRV-FILE-HQ\Branches
2026-07-02 11:11:54,4624,SRV-FILE-HQ,t.hadar,3,WKS-PAY-12,,,,
2026-07-02 11:26:39,4688,WKS-HQ-04,n.barzilai,,,,chrome.exe,chrome.exe --restore-last-session,
2026-07-02 11:32:22,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-07-02 11:39:04,4624,SRV-DC-01,f.zohar,3,WKS-IT-29,,,,
2026-07-02 11:42:06,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-07-02 11:42:20,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 11:47:07,4769,SRV-DC-01,a.dahan,,WKS-HQ-17,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 11:48:39,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-07-02 11:51:02,4624,SRV-FILE-HQ,l.beit,3,WKS-HQ-13,,,,
2026-07-02 11:58:59,4624,SRV-DC-01,m.saban,3,WKS-IT-09,,,,
2026-07-02 11:59:01,5140,SRV-DC-01,m.saban,3,WKS-IT-09,,,,\\SRV-DC-01\IT
2026-07-02 12:01:55,4688,WKS-PAY-02,r.stern,,,,chrome.exe,chrome.exe --restore-last-session,
2026-07-02 12:15:10,4769,SRV-DC-01,p.stein,,WKS-HQ-26,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 12:16:28,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-07-02 12:17:28,4624,SRV-FILE-HQ,y.oren,3,WKS-HQ-05,,,,
2026-07-02 12:18:59,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 12:22:05,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-07-02 12:34:03,4624,SRV-POSMGT,v.harel,3,WKS-HQ-24,,,,
2026-07-02 12:34:05,5140,SRV-POSMGT,v.harel,3,WKS-HQ-24,,,,\\SRV-POSMGT\Branches
2026-07-02 12:39:04,4624,SRV-FILE-HQ,f.zohar,3,WKS-IT-29,,,,
2026-07-02 12:48:47,4769,SRV-DC-01,c.barak,,WKS-HQ-27,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 12:54:02,4624,SRV-FILE-HQ,l.beit,3,WKS-HQ-13,,,,
2026-07-02 12:57:07,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-07-02 13:04:05,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-07-02 13:04:07,5140,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,\\SRV-FILE-HQ\IT
2026-07-02 13:05:22,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-07-02 13:12:22,4769,SRV-DC-01,a.mizrahi,,WKS-IT-01,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 13:13:53,4769,SRV-DC-01,o.raviv,,WKS-HQ-07,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 13:17:53,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-07-02 13:17:55,5140,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,\\SRV-FILE-HQ\Finance
2026-07-02 13:29:10,4624,SRV-POSMGT,p.stein,3,WKS-HQ-26,,,,
2026-07-02 13:29:12,5140,SRV-POSMGT,p.stein,3,WKS-HQ-26,,,,\\SRV-POSMGT\Branches
2026-07-02 13:30:47,4624,SRV-FILE-HQ,c.barak,3,WKS-HQ-27,,,,
2026-07-02 13:31:31,4769,SRV-DC-01,h.peretz,,WKS-IT-08,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 13:33:31,4769,SRV-DC-01,h.peretz,,WKS-IT-08,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 13:38:47,4769,SRV-DC-01,c.barak,,WKS-HQ-27,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 13:44:05,4624,SRV-DC-01,d.levi,3,WKS-SEC-10,,,,
2026-07-02 13:46:06,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-07-02 13:46:08,5140,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,\\SRV-FILE-HQ\Logistics
2026-07-02 14:01:28,4769,SRV-DC-01,y.oren,,WKS-HQ-05,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 14:02:28,4769,SRV-DC-01,u.regev,,WKS-HQ-28,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 14:05:03,4688,WKS-HQ-24,v.harel,,,,excel.exe,excel.exe /dde,
2026-07-02 14:05:59,4624,SRV-DC-01,m.saban,3,WKS-IT-09,,,,
2026-07-02 14:06:01,5140,SRV-DC-01,m.saban,3,WKS-IT-09,,,,\\SRV-DC-01\IT
2026-07-02 14:07:43,4624,SRV-CARDPROC,g.ben-ari,3,WKS-PAY-30,,,,
2026-07-02 14:11:05,4769,SRV-DC-01,i.golan,,WKS-HQ-22,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 14:13:05,4624,SRV-DC-01,d.levi,3,WKS-SEC-10,,,,
2026-07-02 14:14:55,4769,SRV-DC-01,r.stern,,WKS-PAY-02,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 14:19:21,4624,SRV-FILE-HQ,r.avni,3,WKS-HQ-14,,,,
2026-07-02 14:21:39,4769,SRV-DC-01,n.barzilai,,WKS-HQ-04,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 14:24:22,4769,SRV-DC-01,a.mizrahi,,WKS-IT-01,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 14:28:21,4769,SRV-DC-01,r.avni,,WKS-HQ-14,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 14:32:28,4688,WKS-HQ-28,u.regev,,,,excel.exe,excel.exe /dde,
2026-07-02 14:40:32,4769,SRV-DC-01,z.amar,,WKS-HQ-25,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 14:49:28,4769,SRV-DC-01,e.shalom,,WKS-HQ-16,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 14:53:07,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-07-02 15:14:10,4624,SRV-POSMGT,p.stein,3,WKS-HQ-26,,,,
2026-07-02 15:14:12,5140,SRV-POSMGT,p.stein,3,WKS-HQ-26,,,,\\SRV-POSMGT\Branches
2026-07-02 15:16:28,4624,SRV-FILE-HQ,y.oren,3,WKS-HQ-05,,,,
2026-07-02 15:19:59,4624,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,
2026-07-02 15:20:28,4769,SRV-DC-01,y.oren,,WKS-HQ-05,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-02 15:24:03,4624,SRV-FILE-HQ,v.harel,3,WKS-HQ-24,,,,
2026-07-02 15:24:05,5140,SRV-FILE-HQ,v.harel,3,WKS-HQ-24,,,,\\SRV-FILE-HQ\Branches
2026-07-02 15:29:05,4769,SRV-DC-01,d.levi,,WKS-SEC-10,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 15:33:59,4624,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,
2026-07-02 15:37:28,4769,SRV-DC-01,u.regev,,WKS-HQ-28,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 15:37:49,4634,WKS-HQ-26,p.stein,2,,,,,
2026-07-02 15:40:28,4624,SRV-FILE-HQ,e.shalom,3,WKS-HQ-16,,,,
2026-07-02 15:42:31,4769,SRV-DC-01,h.peretz,,WKS-IT-08,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-02 15:53:47,4624,SRV-FILE-HQ,c.barak,3,WKS-HQ-27,,,,
2026-07-02 16:00:55,4634,WKS-HQ-22,i.golan,2,,,,,
2026-07-02 16:14:54,4624,SRV-FILE-HQ,t.hadar,3,WKS-PAY-12,,,,
2026-07-02 16:18:43,4624,SRV-CARDPROC,g.ben-ari,3,WKS-PAY-30,,,,
2026-07-02 16:20:31,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-07-02 16:24:18,4634,WKS-HQ-16,e.shalom,2,,,,,
2026-07-02 16:26:02,4769,SRV-DC-01,l.beit,,WKS-HQ-13,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-02 16:27:22,4769,SRV-DC-01,a.mizrahi,,WKS-IT-01,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 16:28:53,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-07-02 16:50:21,4624,SRV-FILE-HQ,k.oz,3,WKS-HQ-20,,,,
2026-07-02 16:51:20,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 16:57:07,4769,SRV-DC-01,a.dahan,,WKS-HQ-17,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-02 16:57:26,4634,WKS-PAY-30,g.ben-ari,2,,,,,
2026-07-02 17:00:27,4634,WKS-HQ-17,a.dahan,2,,,,,
2026-07-02 17:02:21,4634,WKS-HQ-23,s.mor,2,,,,,
2026-07-02 17:03:31,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-07-02 17:03:33,5140,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,\\SRV-FILE-HQ\IT
2026-07-02 17:04:47,4624,SRV-FILE-HQ,c.barak,3,WKS-HQ-27,,,,
2026-07-02 17:06:53,4634,WKS-IT-08,h.peretz,2,,,,,
2026-07-02 17:09:17,4634,WKS-HQ-25,z.amar,2,,,,,
2026-07-02 17:09:35,4634,WKS-HQ-04,n.barzilai,2,,,,,
2026-07-02 17:12:31,4634,WKS-IT-09,m.saban,2,,,,,
2026-07-02 17:14:51,4634,WKS-HQ-24,v.harel,2,,,,,
2026-07-02 17:18:19,4634,WKS-HQ-21,b.naim,2,,,,,
2026-07-02 17:26:31,4634,WKS-HQ-19,y.segev,2,,,,,
2026-07-02 17:36:41,4634,WKS-PAY-12,t.hadar,2,,,,,
2026-07-02 17:44:14,4634,WKS-HQ-20,k.oz,2,,,,,
2026-07-02 17:46:25,4634,WKS-PAY-02,r.stern,2,,,,,
2026-07-02 17:54:39,4634,WKS-HQ-18,m.tal,2,,,,,
2026-07-02 17:57:09,4634,WKS-IT-01,a.mizrahi,2,,,,,
2026-07-02 18:04:55,4634,WKS-SEC-03,e.katz,2,,,,,
2026-07-02 18:13:05,4634,WKS-SEC-10,d.levi,2,,,,,
2026-07-02 18:20:23,4634,WKS-HQ-27,c.barak,2,,,,,
2026-07-02 18:21:42,4634,WKS-HQ-06,g.shemesh,2,,,,,
2026-07-02 18:29:36,4634,WKS-HQ-14,r.avni,2,,,,,
2026-07-02 18:33:45,4634,WKS-HQ-05,y.oren,2,,,,,
2026-07-02 18:54:49,4634,WKS-HQ-28,u.regev,2,,,,,
2026-07-02 18:58:34,4634,WKS-IT-29,f.zohar,2,,,,,
2026-07-02 19:02:41,4634,WKS-HQ-07,o.raviv,2,,,,,
2026-07-02 19:16:43,4634,WKS-HQ-15,n.hazan,2,,,,,
2026-07-02 19:19:43,4634,WKS-HQ-13,l.beit,2,,,,,
2026-07-05 07:22:56,4624,WKS-HQ-25,z.amar,2,WKS-HQ-25,,,,
2026-07-05 07:32:51,4624,WKS-HQ-26,p.stein,2,WKS-HQ-26,,,,
2026-07-05 07:38:08,4624,WKS-HQ-23,s.mor,2,WKS-HQ-23,,,,
2026-07-05 07:52:24,4624,WKS-HQ-22,i.golan,2,WKS-HQ-22,,,,
2026-07-05 07:58:24,4769,SRV-DC-01,i.golan,,WKS-HQ-22,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 07:59:03,4624,WKS-PAY-11,s.arbel,2,WKS-PAY-11,,,,
2026-07-05 08:00:48,4624,WKS-HQ-16,e.shalom,2,WKS-HQ-16,,,,
2026-07-05 08:01:02,4624,WKS-IT-01,a.mizrahi,2,WKS-IT-01,,,,
2026-07-05 08:01:03,4672,WKS-IT-01,a.mizrahi,2,,,,,
2026-07-05 08:02:28,4624,WKS-PAY-02,r.stern,2,WKS-PAY-02,,,,
2026-07-05 08:05:19,4624,WKS-PAY-30,g.ben-ari,2,WKS-PAY-30,,,,
2026-07-05 08:05:53,4624,WKS-HQ-24,v.harel,2,WKS-HQ-24,,,,
2026-07-05 08:10:07,4624,WKS-HQ-19,y.segev,2,WKS-HQ-19,,,,
2026-07-05 08:13:56,4624,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,
2026-07-05 08:13:58,5140,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,\\SRV-POSMGT\Branches
2026-07-05 08:18:07,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-07-05 08:23:34,4624,WKS-HQ-05,y.oren,2,WKS-HQ-05,,,,
2026-07-05 08:25:02,4624,WKS-SEC-03,e.katz,2,WKS-SEC-03,,,,
2026-07-05 08:28:08,4624,WKS-HQ-20,k.oz,2,WKS-HQ-20,,,,
2026-07-05 08:30:02,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-07-05 08:30:04,5140,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,\\SRV-FILE-HQ\IT
2026-07-05 08:30:50,4624,WKS-HQ-17,a.dahan,2,WKS-HQ-17,,,,
2026-07-05 08:35:27,4624,WKS-HQ-28,u.regev,2,WKS-HQ-28,,,,
2026-07-05 08:35:50,4769,SRV-DC-01,a.dahan,,WKS-HQ-17,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 08:37:44,4624,WKS-IT-29,f.zohar,2,WKS-IT-29,,,,
2026-07-05 08:39:03,4769,SRV-DC-01,s.arbel,,WKS-PAY-11,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 08:39:30,4624,WKS-HQ-14,r.avni,2,WKS-HQ-14,,,,
2026-07-05 08:40:19,4624,WKS-SEC-10,d.levi,2,WKS-SEC-10,,,,
2026-07-05 08:42:19,4624,WKS-HQ-27,c.barak,2,WKS-HQ-27,,,,
2026-07-05 08:44:29,4624,WKS-IT-08,h.peretz,2,WKS-IT-08,,,,
2026-07-05 08:55:56,4624,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,
2026-07-05 08:59:44,4624,WKS-HQ-18,m.tal,2,WKS-HQ-18,,,,
2026-07-05 09:00:02,4769,SRV-DC-01,e.katz,,WKS-SEC-03,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 09:01:05,4624,WKS-PAY-12,t.hadar,2,WKS-PAY-12,,,,
2026-07-05 09:01:51,4769,SRV-DC-01,p.stein,,WKS-HQ-26,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 09:01:56,4624,WKS-HQ-06,g.shemesh,2,WKS-HQ-06,,,,
2026-07-05 09:03:03,4624,SRV-CARDPROC,s.arbel,3,WKS-PAY-11,,,,
2026-07-05 09:03:42,4624,WKS-HQ-21,b.naim,2,WKS-HQ-21,,,,
2026-07-05 09:03:47,4624,WKS-HQ-15,n.hazan,2,WKS-HQ-15,,,,
2026-07-05 09:06:19,4769,SRV-DC-01,d.levi,,WKS-SEC-10,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 09:06:22,4625,WKS-HQ-13,l.beit,2,WKS-HQ-13,,,,
2026-07-05 09:06:54,4624,WKS-HQ-13,l.beit,2,WKS-HQ-13,,,,
2026-07-05 09:07:19,4624,SRV-FILE-HQ,c.barak,3,WKS-HQ-27,,,,
2026-07-05 09:13:05,4624,SRV-FILE-HQ,t.hadar,3,WKS-PAY-12,,,,
2026-07-05 09:14:02,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-07-05 09:14:04,5140,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,\\SRV-DC-01\IT
2026-07-05 09:16:41,4624,WKS-IT-09,m.saban,2,WKS-IT-09,,,,
2026-07-05 09:21:33,4624,WKS-HQ-07,o.raviv,2,WKS-HQ-07,,,,
2026-07-05 09:25:09,4624,WKS-HQ-04,n.barzilai,2,WKS-HQ-04,,,,
2026-07-05 09:31:02,4769,SRV-DC-01,e.katz,,WKS-SEC-03,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 09:47:07,4769,SRV-DC-01,y.segev,,WKS-HQ-19,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 09:51:30,4769,SRV-DC-01,r.avni,,WKS-HQ-14,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 09:53:41,4624,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,
2026-07-05 09:53:43,5140,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,\\SRV-FILE-HQ\IT
2026-07-05 09:58:34,4624,SRV-FILE-HQ,y.oren,3,WKS-HQ-05,,,,
2026-07-05 10:13:53,4769,SRV-DC-01,v.harel,,WKS-HQ-24,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-07-05 10:17:50,4769,SRV-DC-01,a.dahan,,WKS-HQ-17,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-05 10:26:54,4688,WKS-HQ-13,l.beit,,,,excel.exe,excel.exe /dde,
2026-07-05 10:28:33,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-07-05 10:28:35,5140,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,\\SRV-FILE-HQ\Finance
2026-07-05 10:28:53,4624,SRV-POSMGT,v.harel,3,WKS-HQ-24,,,,
2026-07-05 10:32:24,4624,SRV-FILE-HQ,i.golan,3,WKS-HQ-22,,,,
2026-07-05 10:36:33,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-07-05 10:38:54,4624,SRV-FILE-HQ,l.beit,3,WKS-HQ-13,,,,
2026-07-05 10:40:07,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-07-05 10:41:03,4624,SRV-FILE-HQ,s.arbel,3,WKS-PAY-11,,,,
2026-07-05 10:45:28,4769,SRV-DC-01,r.stern,,WKS-PAY-02,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 10:49:08,4769,SRV-DC-01,k.oz,,WKS-HQ-20,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 10:51:47,4624,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,
2026-07-05 10:51:49,5140,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,\\SRV-FILE-HQ\Finance
2026-07-05 10:53:29,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-07-05 10:53:31,5140,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,\\SRV-FILE-HQ\IT
2026-07-05 10:58:02,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-07-05 10:58:04,5140,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,\\SRV-DC-01\IT
2026-07-05 10:58:53,4769,SRV-DC-01,v.harel,,WKS-HQ-24,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 11:03:02,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-07-05 11:03:04,5140,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,\\SRV-FILE-HQ\IT
2026-07-05 11:05:41,4624,SRV-DC-01,m.saban,3,WKS-IT-09,,,,
2026-07-05 11:15:41,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 11:21:53,4688,WKS-HQ-24,v.harel,,,,chrome.exe,chrome.exe --restore-last-session,
2026-07-05 11:27:51,4769,SRV-DC-01,p.stein,,WKS-HQ-26,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 11:33:29,4769,SRV-DC-01,h.peretz,,WKS-IT-08,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-07-05 11:36:03,4624,SRV-CARDPROC,s.arbel,3,WKS-PAY-11,,,,
2026-07-05 11:56:02,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-07-05 11:56:04,5140,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,\\SRV-DC-01\IT
2026-07-05 12:05:19,4769,SRV-DC-01,d.levi,,WKS-SEC-10,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-07-05 12:11:34,4769,SRV-DC-01,y.oren,,WKS-HQ-05,http_svc,,,HTTP/web-supplier.northgate.local
2026-07-05 12:14:08,4769,SRV-DC-01,s.mor,,WKS-HQ-23,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
